File,sep= Submitting Device,Device User,Form Completed,Upload Completed,Submission ID,Submission ID generated by device,Tree Barcode - 树条码,Tree Barcode - 树条码 : timestamp,Tree Barcode - 树条码 : geostamp,Tree Status - 树状态 : Tree Vitality Score Guide - 树活力评分指南,Tree Status - 树状态 : Tree Vitality Score - 树活力评分,Tree Status - 树状态 : Tree Vitality Score - 树活力评分 : timestamp,Tree Status - 树状态 : Tree Vitality Score - 树活力评分 : geostamp,Tree Status - 树状态 : Tree Status Image - 树状态图像,Tree Status - 树状态 : Tree Symptom  -  树症状,Tree Status - 树状态 : Twig symptom - 树枝症状,Tree Status - 树状态 : Twig Vitality Score - 树活力评分,Tree Status - 树状态 : Branch symptom - 分支症状,Tree Status - 树状态 : Branch Vitality Score - 树活力评分,Tree Status - 树状态 : Trunk symptom - 躯干症状,Tree Status - 树状态 : Trunk Vitality Score - 树活力评分,Tree Status - 树状态 :  Leaves symptom - 叶子症状,Tree Status - 树状态 : Leaves Vitality Score - 树活力评分,Tree Status - 树状态 : Bark symptom - 树皮症状,Tree Status - 树状态 : Bark Vitality Score - 树活力评分,Tree Status - 树状态 : Fungi symptom - 真菌症状,Tree Status - 树状态 : Sap sucker symptom - 啄木鸟啄食症状,Tree Status - 树状态 : Other damage - 其他损坏,Tree Status - 树状态 : Tree images -  树 图片 : Tree Status image  - 树状态和损坏图像,Tree Status - 树状态 : Tree images -  树 图片 : Twig symptom - 树枝症状,Tree Status - 树状态 : Tree images -  树 图片 :  Branch symptom - 分支症状,Tree Status - 树状态 : Tree images -  树 图片 : Trunk symptom - 躯干症状,Tree Status - 树状态 : Tree images -  树 图片 :  Leaves symptom - 叶子症状,Tree Status - 树状态 : Tree images -  树 图片 : Bark symptom - 树皮症状,Tree Status - 树状态 : Tree images -  树 图片 : Fungi symptom - 真菌症状,Tree Status - 树状态 : Tree images -  树 图片 : Sap sucker symptom - 吸液器症状,Tree Status - 树状态 : Tree images -  树 图片 : Other damage - 其他损坏,Tree Status - 树状态 : Tree Status Notes - 树状态说明,Beetle Observation - 甲虫观察 : Beetle Count - 甲虫计数,Beetle Observation - 甲虫观察 : Beetle Count - 甲虫计数 : timestamp,Beetle Observation - 甲虫观察 : Beetle Count - 甲虫计数 : geostamp,Beetle Observation - 甲虫观察 : Beetle Family -  甲虫家族,Beetle Observation - 甲虫观察 : Beetle Family -  甲虫家族 : timestamp,Beetle Observation - 甲虫观察 : Beetle Family -  甲虫家族 : geostamp,Beetle Observation - 甲虫观察 : Beetle Genus - 甲虫属,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 : timestamp,Beetle Observation - 甲虫观察 : Beetle Species -  甲虫种类,Beetle Observation - 甲虫观察 : Beetle Species -  甲虫种类 : timestamp,Beetle Observation - 甲虫观察 : Beetle Species -  甲虫种类 : geostamp,Beetle Observation - 甲虫观察 : Beetle Species -  甲虫种类 2,Beetle Observation - 甲虫观察 : Beetle Species -  甲虫种类 : timestamp 2,Beetle Observation - 甲虫观察 : Beetle Species -  甲虫种类 : geostamp 2,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 2,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 : timestamp 2,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 3,Beetle Observation - 甲虫观察 : Beetle Subfamily - 亚科/种类,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 4,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 5,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 6,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 7,Beetle Observation - 甲虫观察 : Add New Beetle - 添加新甲壳虫,Beetle Observation - 甲虫观察 : Add New Beetle - 添加新甲壳虫 : timestamp,Beetle Observation - 甲虫观察 : Add New Beetle - 添加新甲壳虫 : geostamp,Beetle Observation - 甲虫观察 : Beetle Image - 甲虫图片 : Beetle Image - 甲虫图片,Beetle Observation - 甲虫观察 : Beetle evidence images - 甲虫证据图片 : Beetle Image - 甲虫图片,Beetle Observation - 甲虫观察 : Beetle Notes -  笔记,Beetle Observation - 甲虫观察 : Beetle code ID,Beetle Observation - 甲虫观察 : Beetle code ID - 甲壳虫代码 ID,Beetle Observation - 甲虫观察 : Beetle code ID - 甲壳虫代码 ID : timestamp,Beetle Observation - 甲虫观察 : Beetle code ID - 甲壳虫代码 ID : geostamp,Beetle Observation - 甲虫观察 : Beetle_Observation_______/Beetle_code_ID_hidden,Beetle Observation - 甲虫观察 : Beetle_Observation_______/Beetle_code_ID_hidden : timestamp,Beetle Observation - 甲虫观察 : Beetle_Observation_______/Beetle_code_ID_hidden : geostamp,Beetle Observation - 甲虫观察 : Observation ID - 观察 ID,Beetle Observation - 甲虫观察 : Observation ID - 观察 ID : timestamp,Beetle Observation - 甲虫观察 : Observation ID - 观察 ID : geostamp,Beetle Observation - 甲虫观察 : Beetle_Observation_Index_value,Beetle Observation - 甲虫观察 : Time_of_recording,Beetle Observation - 甲虫观察 : Time_of_recording : timestamp,Notes -  笔记
Tree Surveying Form - 树木测量表.csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-09-07 19:23:25 -04:00,2022-09-07 23:23:49 +00:00,73903751,652AAAD2-383A-491D-BC49-7241A9DEF40B,14035068,2022-09-07 19:22:18,"lat=29.719113, long=-82.413273, alt=56.161645, hAccuracy=5.176151, vAccuracy=3.462385, timestamp=2022-09-07T23:22:18Z",,8 - Mostly healthy - 大部分健康的,,,,Leaves - 树叶,,,,,,,Wilting - 枯萎,8 - Mostly healthy - 大部分健康的,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/1c437240-1132-013b-1025-4efd5dc50345,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/1cafb480-1132-013b-3662-7288d20b3cbc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表.csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-09-07 19:25:36 -04:00,2022-09-07 23:25:50 +00:00,73903777,74C9F1AE-A6A2-4340-8340-5E2BBB945A77,14035089,2022-09-07 19:23:59,"lat=29.719200, long=-82.413222, alt=54.919277, hAccuracy=495.408864, vAccuracy=10.022052, timestamp=2022-09-07T23:23:57Z",,8 - Mostly healthy - 大部分健康的,,,,Leaves - 树叶,,,,,,,Wilting - 枯萎,7 - Not completely healthy - 不完全健康的,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/632375c0-1132-013b-23ff-56d97d4fc534,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/6497aa10-1132-013b-23ff-56d97d4fc534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表.csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-09-07 19:26:44 -04:00,2022-09-07 23:27:32 +00:00,73903804,81ACF32E-A985-446D-B41C-38B7836F688C,14035092,2022-09-07 19:26:00,"lat=29.719113, long=-82.413346, alt=54.571821, hAccuracy=9.722535, vAccuracy=9.358461, timestamp=2022-09-07T23:25:59Z",,8 - Mostly healthy - 大部分健康的,,,,Leaves - 树叶,,,,,,,Wilting - 枯萎,8 - Mostly healthy - 大部分健康的,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/a117c410-1132-013b-7b86-12b1aa187138,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/a2dba560-1132-013b-7b86-12b1aa187138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表.csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-09-07 19:34:56 -04:00,2022-09-07 23:35:36 +00:00,73903906,2C464F1F-A0B8-4DF4-B542-E522B3207B4D,14035072,2022-09-07 19:27:03,"lat=29.719076, long=-82.413227, alt=54.770239, hAccuracy=27.302274, vAccuracy=10.661843, timestamp=2022-09-07T23:27:02Z",,4 - Severely stressed - 严重受胁迫的,,,,Leaves - 树叶,,,,,,,"Chewing - 大量咀嚼,Holes -  孔,Wilting - 枯萎",4 - Severely stressed - 严重受胁迫的,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/c4325460-1133-013b-0438-5ebdaf34562d,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/c5a12eb0-1133-013b-0438-5ebdaf34562d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表.csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-09-07 19:34:56 -04:00,2022-09-07 23:35:36 +00:00,73903906,2C464F1F-A0B8-4DF4-B542-E522B3207B4D,14035072,2022-09-07 19:27:03,"lat=29.719076, long=-82.413227, alt=54.770239, hAccuracy=27.302274, vAccuracy=10.661843, timestamp=2022-09-07T23:27:02Z",,4 - Severely stressed - 严重受胁迫的,,,,Leaves - 树叶,,,,,,,"Chewing - 大量咀嚼,Holes -  孔,Wilting - 枯萎",4 - Severely stressed - 严重受胁迫的,,,,,,,,,,,,,,,,,,,Lepidoptera -  鳞翅目,,,,,,,,,,,,,,,,,,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/c7b58800-1133-013b-0438-5ebdaf34562d,Morning glory prominent moth chewing on leaves,,,,,,,,2022-9-7_14035072_T1:3:5_1,2022-09-07 19:34:53,,1,19_34_53,2022-09-07 19:34:53,
Tree Surveying Form - 树木测量表.csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-09-07 19:36:49 -04:00,2022-09-07 23:37:10 +00:00,73903924,07354FB9-9E2F-4BF0-80F1-34A1DC693620,14035075,2022-09-07 19:35:18,"lat=29.719088, long=-82.413253, alt=53.698484, hAccuracy=13.504676, vAccuracy=17.344069, timestamp=2022-09-07T23:35:17Z",,7 - Not completely healthy - 不完全健康的,,,,Leaves - 树叶,,,,,,,Wilting - 枯萎,5 - Very stressed - 非常受胁迫的,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/fb0ccd70-1133-013b-0103-6e146749db8b,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/fd5aa420-1133-013b-0103-6e146749db8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表.csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-09-07 19:39:30 -04:00,2022-09-07 23:39:40 +00:00,73903955,34F163F0-0BE9-4670-A20B-3B10A1B4A523,14035082,2022-09-07 19:37:09,"lat=29.719120, long=-82.413315, alt=54.512631, hAccuracy=11.711944, vAccuracy=10.891139, timestamp=2022-09-07T23:37:09Z",,8 - Mostly healthy - 大部分健康的,,,,Leaves - 树叶,,,,,,,Holes -  孔,8 - Mostly healthy - 大部分健康的,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/538021a0-1134-013b-0438-5ebdaf34562d,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/555d8850-1134-013b-0438-5ebdaf34562d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表.csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-09-07 19:40:33 -04:00,2022-09-07 23:41:09 +00:00,73903982,B7272C68-6D9A-4CF7-BDC6-0356BFB33507,14035099,2022-09-07 19:39:45,"lat=29.719138, long=-82.413350, alt=55.054219, hAccuracy=36.948355, vAccuracy=12.933743, timestamp=2022-09-07T23:39:44Z",,8 - Mostly healthy - 大部分健康的,,,,Leaves - 树叶,,,,,,,Spots - 斑点,8 - Mostly healthy - 大部分健康的,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/8734b010-1134-013b-9f35-42af1d7e4401,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/88a34100-1134-013b-9f35-42af1d7e4401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表.csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-09-07 19:41:43 -04:00,2022-09-07 23:42:16 +00:00,73903994,96DA0009-A01A-432B-9E90-01C5612DF0BC,14035096,2022-09-07 19:40:54,"lat=29.719113, long=-82.413418, alt=54.639755, hAccuracy=13.976066, vAccuracy=11.069809, timestamp=2022-09-07T23:40:54Z",,8 - Mostly healthy - 大部分健康的,,,,Leaves - 树叶,,,,,,,"Discoloration -  变色,Wilting - 枯萎",8 - Mostly healthy - 大部分健康的,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/b3dac6d0-1134-013b-970f-02690d77f901,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/b605ac80-1134-013b-970f-02690d77f901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表.csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-09-07 19:43:19 -04:00,2022-09-07 23:54:29 +00:00,73904136,B76EA86B-8C41-4B86-BBF1-CCB4D866A38B,14035079,2022-09-07 19:42:10,"lat=29.719105, long=-82.413493, alt=54.026574, hAccuracy=35.710072, vAccuracy=16.452359, timestamp=2022-09-07T23:42:10Z",,8 - Mostly healthy - 大部分健康的,,,,Leaves - 树叶,,,,,,,"Discoloration -  变色,Spots - 斑点",7 - Not completely healthy - 不完全健康的,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/62e1c5a0-1136-013b-20ef-1e2eea159d76,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/646d97f0-1136-013b-20ef-1e2eea159d76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表.csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-10-08 11:00:07 -04:00,2022-10-08 15:00:20 +00:00,74809101,605F0B36-E6E2-42CF-9F32-33DBA9569A29,14035069,2022-10-08 10:59:00,"lat=29.719178, long=-82.413259, alt=62.427403, hAccuracy=78.309745, vAccuracy=95.043804, timestamp=2022-10-08T14:59:00Z",,8 - Mostly healthy - 大部分健康的,,,,Leaves - 树叶,,,,,,,"Spots - 斑点,Wilting - 枯萎",8 - Mostly healthy - 大部分健康的,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/ea86bbb0-2947-013b-3806-027348b95fc5,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/ebc77030-2947-013b-3806-027348b95fc5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表.csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-10-08 11:03:39 -04:00,2022-10-08 15:03:54 +00:00,74809139,BE76C5E1-C067-437D-81D0-D9ADFCD2E863,14035073,2022-10-08 11:01:22,"lat=29.719131, long=-82.413350, alt=54.820966, hAccuracy=99.221708, vAccuracy=10.037088, timestamp=2022-10-08T15:01:20Z",,1 - Completely dead - 完全死亡,,,,,,,,,,,,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/66fbaed0-2948-013b-4c69-56fa530402ea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表.csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-10-08 11:05:16 -04:00,2022-10-08 15:05:26 +00:00,74809176,7136085D-A231-4F87-845C-8CD16AF777F3,14035071,2022-10-08 11:03:53,"lat=29.719194, long=-82.413377, alt=54.406185, hAccuracy=21.714813, vAccuracy=15.142643, timestamp=2022-10-08T15:03:52Z",,8 - Mostly healthy - 大部分健康的,,,,Leaves - 树叶,,,,,,,"Chewing - 大量咀嚼,Spots - 斑点",7 - Not completely healthy - 不完全健康的,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/9f302510-2948-013b-9f1b-46ec48675d42,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/a12d2750-2948-013b-9f1b-46ec48675d42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表.csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-10-08 11:07:41 -04:00,2022-10-08 15:08:14 +00:00,74809207,98F5588A-1C91-4A9B-99F7-F1E23E4CD234,14035076,2022-10-08 11:05:32,"lat=29.719217, long=-82.413345, alt=54.220586, hAccuracy=16.500712, vAccuracy=13.093038, timestamp=2022-10-08T15:05:31Z",,7 - Not completely healthy - 不完全健康的,,,,Leaves - 树叶,,,,,,,"Wilting - 枯萎,Other - 其他",7 - Not completely healthy - 不完全健康的,,,,,Dusts ,http://app.devicemagic.com/organizations/261690/stored_files/v2/02ad1a10-2949-013b-2391-46abd9fcf1ab,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/04205e20-2949-013b-2391-46abd9fcf1ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表.csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-10-08 11:09:05 -04:00,2022-10-08 15:09:20 +00:00,74809217,C66F0BD1-51A6-44A0-9509-62B687870AEE,14035094,2022-10-08 11:07:52,"lat=29.719212, long=-82.413375, alt=54.261901, hAccuracy=11.666074, vAccuracy=11.179089, timestamp=2022-10-08T15:07:52Z",,6 - Stressed - 受胁迫的,,,,Leaves - 树叶,,,,,,,"Discoloration -  变色,Wilting - 枯萎",6 - Stressed - 受胁迫的,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/2a67efc0-2949-013b-a9de-6ef95c96777b,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/2bcb3260-2949-013b-a9de-6ef95c96777b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表.csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-10-08 11:10:46 -04:00,2022-10-08 15:11:03 +00:00,74809231,DB9104F9-4118-4B54-8CEB-BE836C608359,14035091,2022-10-08 11:09:19,"lat=29.719184, long=-82.413402, alt=54.042097, hAccuracy=11.723653, vAccuracy=13.704288, timestamp=2022-10-08T15:09:18Z",,7 - Not completely healthy - 不完全健康的,,,,Leaves - 树叶,,,,,,,Wilting - 枯萎,6 - Stressed - 受胁迫的,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/6b773810-2949-013b-994f-2a29ac024029,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/6daa1360-2949-013b-994f-2a29ac024029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表.csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-10-08 11:11:44 -04:00,2022-10-08 15:12:36 +00:00,74809242,42909F32-F252-4DA5-BB80-0FAA537011EA,14035097,2022-10-08 11:10:56,"lat=29.719214, long=-82.413397, alt=50.881748, hAccuracy=4.671747, vAccuracy=3.464004, timestamp=2022-10-08T15:10:53Z",,7 - Not completely healthy - 不完全健康的,,,,Leaves - 树叶,,,,,,,"Discoloration -  变色,Wilting - 枯萎",6 - Stressed - 受胁迫的,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/9ffaf1c0-2949-013b-ffa3-16fef62aa554,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/a1688ff0-2949-013b-ffa3-16fef62aa554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表.csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-10-08 11:13:22 -04:00,2022-10-08 15:13:43 +00:00,74809253,36A3D599-098A-40DC-A1EA-8FF5AD102789,14035080,2022-10-08 11:12:03,"lat=29.719185, long=-82.413436, alt=54.523487, hAccuracy=18.702984, vAccuracy=12.210210, timestamp=2022-10-08T15:12:02Z",,8 - Mostly healthy - 大部分健康的,,,,Leaves - 树叶,,,,,,,"Chewing - 大量咀嚼,Discoloration -  变色,Wilting - 枯萎",7 - Not completely healthy - 不完全健康的,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/c79d7660-2949-013b-9f1b-46ec48675d42,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/c9682a80-2949-013b-9f1b-46ec48675d42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表.csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-10-08 11:14:22 -04:00,2022-10-08 15:14:31 +00:00,74809263,C90879EE-5C24-4F0C-BFBE-B4BC52AA62C6,14035098,2022-10-08 11:13:38,"lat=29.719126, long=-82.413384, alt=53.828554, hAccuracy=21.575019, vAccuracy=11.838820, timestamp=2022-10-08T15:13:38Z",,7 - Not completely healthy - 不完全健康的,,,,Leaves - 树叶,,,,,,,Wilting - 枯萎,6 - Stressed - 受胁迫的,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/e3f308b0-2949-013b-4b81-4221d9ee952e,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/e626fbb0-2949-013b-4b81-4221d9ee952e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表.csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-10-08 11:15:26 -04:00,2022-10-08 15:15:38 +00:00,74809279,E9AB9AC0-27FD-4086-B009-27BBA7319EE7,14035087,2022-10-08 11:14:33,"lat=29.719194, long=-82.413437, alt=51.013266, hAccuracy=4.686513, vAccuracy=3.444000, timestamp=2022-10-08T15:14:31Z",,8 - Mostly healthy - 大部分健康的,,,,Leaves - 树叶,,,,,,,Wilting - 枯萎,8 - Mostly healthy - 大部分健康的,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/0c825b80-294a-013b-90d9-2ea3a1a6f89d,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/0de208e0-294a-013b-90d9-2ea3a1a6f89d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表.csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-10-08 11:17:39 -04:00,2022-10-08 15:18:06 +00:00,74809305,E413D68F-62DE-4693-879C-466DEC15F014,14035070,2022-10-08 11:15:42,"lat=29.719104, long=-82.413429, alt=54.555498, hAccuracy=10.044135, vAccuracy=11.708875, timestamp=2022-10-08T15:15:41Z",,6 - Stressed - 受胁迫的,,,,Leaves - 树叶,,,,,,,"Chewing - 大量咀嚼,Spots - 斑点",5 - Very stressed - 非常受胁迫的,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/665779a0-294a-013b-4b81-4221d9ee952e,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/687f8da0-294a-013b-4b81-4221d9ee952e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表.csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-10-08 11:18:38 -04:00,2022-10-08 15:18:48 +00:00,74809314,BCD563FB-29F5-4E1F-AD46-76EE781896F5,14035085,2022-10-08 11:17:52,"lat=29.719108, long=-82.413458, alt=54.547627, hAccuracy=14.780385, vAccuracy=14.377017, timestamp=2022-10-08T15:17:51Z",,8 - Mostly healthy - 大部分健康的,,,,Leaves - 树叶,,,,,,,Wilting - 枯萎,8 - Mostly healthy - 大部分健康的,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/7ef65ca0-294a-013b-ec99-5e31d3836a42,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/8076f030-294a-013b-ec99-5e31d3836a42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表.csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-10-08 11:21:07 -04:00,2022-10-08 15:21:44 +00:00,74809348,865C3260-8710-4D04-B374-D1BE095DF5CE,14035081,2022-10-08 11:18:53,"lat=29.719194, long=-82.413348, alt=54.125972, hAccuracy=18.175365, vAccuracy=15.787100, timestamp=2022-10-08T15:18:52Z",,8 - Mostly healthy - 大部分健康的,,,,Leaves - 树叶,,,,,,,"Discoloration -  变色,Holes -  孔",7 - Not completely healthy - 不完全健康的,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/e6a5eec0-294a-013b-22f4-4a8078144fac,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/e84024c0-294a-013b-22f4-4a8078144fac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表.csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-10-08 11:22:21 -04:00,2022-10-08 15:22:30 +00:00,74809353,0D13338D-FB75-41CE-8E70-6C1F446B684E,14035088,2022-10-08 11:21:21,"lat=29.719163, long=-82.413395, alt=54.586257, hAccuracy=11.347717, vAccuracy=12.053262, timestamp=2022-10-08T15:21:21Z",,8 - Mostly healthy - 大部分健康的,,,,Leaves - 树叶,,,,,,,Wilting - 枯萎,8 - Mostly healthy - 大部分健康的,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/02afaad0-294b-013b-689d-0666ca26db83,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/036b3ac0-294b-013b-3414-469e00fa432b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Surveying Form - 树木测量表.csv,iPhone_496ED40C-9107-4CEA-B754-C381BA556A34,Lyuyi Chen,2022-10-08 11:23:37 -04:00,2022-10-08 15:23:50 +00:00,74809364,1C881CE9-2DFD-4A4B-A0A7-AB47B05B311A,14035090,2022-10-08 11:22:34,"lat=29.719203, long=-82.413330, alt=54.329910, hAccuracy=12.303876, vAccuracy=12.884588, timestamp=2022-10-08T15:22:33Z",,5 - Very stressed - 非常受胁迫的,,,,Leaves - 树叶,,,,,,,Wilting - 枯萎,4 - Severely stressed - 严重受胁迫的,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/314231e0-294b-013b-912a-2a904555249f,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/32f49d00-294b-013b-912a-2a904555249f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
